date,energy_index
2023-12-22,174.15
2023-12-23,174.101
2023-12-24,174.052
2023-12-25,174.003
2023-12-26,173.954
2023-12-27,173.905
2023-12-28,173.856
2023-12-29,173.807
2023-12-30,173.758
2023-12-31,173.709
2024-01-01,173.66
2024-01-02,173.646
2024-01-03,173.632
2024-01-04,173.618
2024-01-05,173.605
2024-01-06,173.591
2024-01-07,173.577
2024-01-08,173.563
2024-01-09,173.549
2024-01-10,173.535
2024-01-11,173.521
2024-01-12,173.507
2024-01-13,173.494
2024-01-14,173.48
2024-01-15,173.466
2024-01-16,173.452
2024-01-17,173.438
2024-01-18,173.424
2024-01-19,173.41
2024-01-20,173.396
2024-01-21,173.383
2024-01-22,173.369
2024-01-23,173.355
2024-01-24,173.341
2024-01-25,173.327
2024-01-26,173.313
2024-01-27,173.299
2024-01-28,173.285
2024-01-29,173.272
2024-01-30,173.258
2024-01-31,173.244
2024-02-01,173.23
2024-02-02,173.457
2024-02-03,173.684
2024-02-04,173.912
2024-02-05,174.139
2024-02-06,174.366
2024-02-07,174.593
2024-02-08,174.821
2024-02-09,175.048
2024-02-10,175.275
2024-02-11,175.502
2024-02-12,175.73
2024-02-13,175.957
2024-02-14,176.184
2024-02-15,176.411
2024-02-16,176.639
2024-02-17,176.866
2024-02-18,177.093
2024-02-19,177.32
2024-02-20,177.548
2024-02-21,177.775
2024-02-22,178.002
2024-02-23,178.229
2024-02-24,178.457
2024-02-25,178.684
2024-02-26,178.911
2024-02-27,179.138
2024-02-28,179.366
2024-02-29,179.593
2024-03-01,179.82
2024-03-02,180.101
2024-03-03,180.382
2024-03-04,180.663
2024-03-05,180.944
2024-03-06,181.225
2024-03-07,181.506
2024-03-08,181.787
2024-03-09,182.068
2024-03-10,182.349
2024-03-11,182.63
2024-03-12,182.911
2024-03-13,183.192
2024-03-14,183.473
2024-03-15,183.754
2024-03-16,184.035
2024-03-17,184.315
2024-03-18,184.596
2024-03-19,184.877
2024-03-20,185.158
2024-03-21,185.439
2024-03-22,185.72
2024-03-23,186.001
2024-03-24,186.282
2024-03-25,186.563
2024-03-26,186.844
2024-03-27,187.125
2024-03-28,187.406
2024-03-29,187.687
2024-03-30,187.968
2024-03-31,188.249
2024-04-01,188.53
2024-04-02,188.342
2024-04-03,188.153
2024-04-04,187.965
2024-04-05,187.777
2024-04-06,187.588
2024-04-07,187.4
2024-04-08,187.212
2024-04-09,187.023
2024-04-10,186.835
2024-04-11,186.647
2024-04-12,186.458
2024-04-13,186.27
2024-04-14,186.082
2024-04-15,185.893
2024-04-16,185.705
2024-04-17,185.517
2024-04-18,185.328
2024-04-19,185.14
2024-04-20,184.952
2024-04-21,184.763
2024-04-22,184.575
2024-04-23,184.387
2024-04-24,184.198
2024-04-25,184.01
2024-04-26,183.822
2024-04-27,183.633
2024-04-28,183.445
2024-04-29,183.257
2024-04-30,183.068
2024-05-01,182.88
2024-05-02,182.982
2024-05-03,183.084
2024-05-04,183.186
2024-05-05,183.288
2024-05-06,183.39
2024-05-07,183.492
2024-05-08,183.594
2024-05-09,183.695
2024-05-10,183.797
2024-05-11,183.899
2024-05-12,184.001
2024-05-13,184.103
2024-05-14,184.205
2024-05-15,184.307
2024-05-16,184.409
2024-05-17,184.511
2024-05-18,184.613
2024-05-19,184.715
2024-05-20,184.817
2024-05-21,184.919
2024-05-22,185.021
2024-05-23,185.123
2024-05-24,185.225
2024-05-25,185.326
2024-05-26,185.428
2024-05-27,185.53
2024-05-28,185.632
2024-05-29,185.734
2024-05-30,185.836
2024-05-31,185.938
2024-06-01,186.04
2024-06-02,186.036
2024-06-03,186.033
2024-06-04,186.029
2024-06-05,186.025
2024-06-06,186.022
2024-06-07,186.018
2024-06-08,186.014
2024-06-09,186.011
2024-06-10,186.007
2024-06-11,186.003
2024-06-12,186.0
2024-06-13,185.996
2024-06-14,185.992
2024-06-15,185.989
2024-06-16,185.985
2024-06-17,185.981
2024-06-18,185.978
2024-06-19,185.974
2024-06-20,185.97
2024-06-21,185.967
2024-06-22,185.963
2024-06-23,185.959
2024-06-24,185.956
2024-06-25,185.952
2024-06-26,185.948
2024-06-27,185.945
2024-06-28,185.941
2024-06-29,185.937
2024-06-30,185.934
2024-07-01,185.93
2024-07-02,185.794
2024-07-03,185.658
2024-07-04,185.522
2024-07-05,185.385
2024-07-06,185.249
2024-07-07,185.113
2024-07-08,184.977
2024-07-09,184.841
2024-07-10,184.705
2024-07-11,184.569
2024-07-12,184.433
2024-07-13,184.296
2024-07-14,184.16
2024-07-15,184.024
2024-07-16,183.888
2024-07-17,183.752
2024-07-18,183.616
2024-07-19,183.48
2024-07-20,183.344
2024-07-21,183.207
2024-07-22,183.071
2024-07-23,182.935
2024-07-24,182.799
2024-07-25,182.663
2024-07-26,182.527
2024-07-27,182.391
2024-07-28,182.255
2024-07-29,182.118
2024-07-30,181.982
2024-07-31,181.846
2024-08-01,181.71
2024-08-02,181.346
2024-08-03,180.983
2024-08-04,180.619
2024-08-05,180.256
2024-08-06,179.892
2024-08-07,179.529
2024-08-08,179.165
2024-08-09,178.802
2024-08-10,178.438
2024-08-11,178.075
2024-08-12,177.711
2024-08-13,177.347
2024-08-14,176.984
2024-08-15,176.62
2024-08-16,176.257
2024-08-17,175.893
2024-08-18,175.53
2024-08-19,175.166
2024-08-20,174.803
2024-08-21,174.439
2024-08-22,174.075
2024-08-23,173.712
2024-08-24,173.348
2024-08-25,172.985
2024-08-26,172.621
2024-08-27,172.258
2024-08-28,171.894
2024-08-29,171.531
2024-08-30,171.167
2024-08-31,170.804
2024-09-01,170.44
2024-09-02,170.659
2024-09-03,170.879
2024-09-04,171.098
2024-09-05,171.317
2024-09-06,171.537
2024-09-07,171.756
2024-09-08,171.975
2024-09-09,172.195
2024-09-10,172.414
2024-09-11,172.633
2024-09-12,172.853
2024-09-13,173.072
2024-09-14,173.291
2024-09-15,173.511
2024-09-16,173.73
2024-09-17,173.949
2024-09-18,174.169
2024-09-19,174.388
2024-09-20,174.607
2024-09-21,174.827
2024-09-22,175.046
2024-09-23,175.265
2024-09-24,175.485
2024-09-25,175.704
2024-09-26,175.923
2024-09-27,176.143
2024-09-28,176.362
2024-09-29,176.581
2024-09-30,176.801
2024-10-01,177.02
2024-10-02,177.03
2024-10-03,177.041
2024-10-04,177.051
2024-10-05,177.061
2024-10-06,177.072
2024-10-07,177.082
2024-10-08,177.092
2024-10-09,177.103
2024-10-10,177.113
2024-10-11,177.123
2024-10-12,177.134
2024-10-13,177.144
2024-10-14,177.154
2024-10-15,177.165
2024-10-16,177.175
2024-10-17,177.185
2024-10-18,177.195
2024-10-19,177.206
2024-10-20,177.216
2024-10-21,177.226
2024-10-22,177.237
2024-10-23,177.247
2024-10-24,177.257
2024-10-25,177.268
2024-10-26,177.278
2024-10-27,177.288
2024-10-28,177.299
2024-10-29,177.309
2024-10-30,177.319
2024-10-31,177.33
2024-11-01,177.34
2024-11-02,177.343
2024-11-03,177.346
2024-11-04,177.349
2024-11-05,177.352
2024-11-06,177.355
2024-11-07,177.358
2024-11-08,177.361
2024-11-09,177.364
2024-11-10,177.367
2024-11-11,177.37
2024-11-12,177.373
2024-11-13,177.376
2024-11-14,177.379
2024-11-15,177.382
2024-11-16,177.385
2024-11-17,177.388
2024-11-18,177.391
2024-11-19,177.394
2024-11-20,177.397
2024-11-21,177.4
2024-11-22,177.403
2024-11-23,177.406
2024-11-24,177.409
2024-11-25,177.412
2024-11-26,177.415
2024-11-27,177.418
2024-11-28,177.421
2024-11-29,177.424
2024-11-30,177.427
2024-12-01,177.43
2024-12-02,177.791
2024-12-03,178.152
2024-12-04,178.513
2024-12-05,178.874
2024-12-06,179.235
2024-12-07,179.596
2024-12-08,179.957
2024-12-09,180.318
2024-12-10,180.679
2024-12-11,181.04
2024-12-12,181.401
2024-12-13,181.762
2024-12-14,182.123
2024-12-15,182.484
2024-12-16,182.845
2024-12-17,183.205
2024-12-18,183.566
2024-12-19,183.927
2024-12-20,184.288
2024-12-21,184.649
2024-12-22,185.01
2024-12-23,185.371
2024-12-24,185.732
2024-12-25,186.093
2024-12-26,186.454
2024-12-27,186.815
2024-12-28,187.176
2024-12-29,187.537
2024-12-30,187.898
2024-12-31,188.259
2025-01-01,188.62
2025-01-02,188.441
2025-01-03,188.262
2025-01-04,188.083
2025-01-05,187.904
2025-01-06,187.725
2025-01-07,187.546
2025-01-08,187.367
2025-01-09,187.188
2025-01-10,187.009
2025-01-11,186.83
2025-01-12,186.651
2025-01-13,186.472
2025-01-14,186.293
2025-01-15,186.114
2025-01-16,185.935
2025-01-17,185.755
2025-01-18,185.576
2025-01-19,185.397
2025-01-20,185.218
2025-01-21,185.039
2025-01-22,184.86
2025-01-23,184.681
2025-01-24,184.502
2025-01-25,184.323
2025-01-26,184.144
2025-01-27,183.965
2025-01-28,183.786
2025-01-29,183.607
2025-01-30,183.428
2025-01-31,183.249
2025-02-01,183.07
2025-02-02,182.7
2025-02-03,182.331
2025-02-04,181.961
2025-02-05,181.591
2025-02-06,181.222
2025-02-07,180.852
2025-02-08,180.482
2025-02-09,180.113
2025-02-10,179.743
2025-02-11,179.374
2025-02-12,179.004
2025-02-13,178.634
2025-02-14,178.265
2025-02-15,177.895
2025-02-16,177.525
2025-02-17,177.156
2025-02-18,176.786
2025-02-19,176.416
2025-02-20,176.047
2025-02-21,175.677
2025-02-22,175.308
2025-02-23,174.938
2025-02-24,174.568
2025-02-25,174.199
2025-02-26,173.829
2025-02-27,173.459
2025-02-28,173.09
2025-03-01,172.72
2025-03-02,172.287
2025-03-03,171.854
2025-03-04,171.42
2025-03-05,170.987
2025-03-06,170.554
2025-03-07,170.121
2025-03-08,169.687
2025-03-09,169.254
2025-03-10,168.821
2025-03-11,168.388
2025-03-12,167.955
2025-03-13,167.521
2025-03-14,167.088
2025-03-15,166.655
2025-03-16,166.222
2025-03-17,165.788
2025-03-18,165.355
2025-03-19,164.922
2025-03-20,164.489
2025-03-21,164.055
2025-03-22,163.622
2025-03-23,163.189
2025-03-24,162.756
2025-03-25,162.323
2025-03-26,161.889
2025-03-27,161.456
2025-03-28,161.023
2025-03-29,160.59
2025-03-30,160.156
2025-03-31,159.723
2025-04-01,159.29
2025-04-02,159.085
2025-04-03,158.881
2025-04-04,158.676
2025-04-05,158.471
2025-04-06,158.267
2025-04-07,158.062
2025-04-08,157.857
2025-04-09,157.653
2025-04-10,157.448
2025-04-11,157.243
2025-04-12,157.039
2025-04-13,156.834
2025-04-14,156.629
2025-04-15,156.425
2025-04-16,156.22
2025-04-17,156.015
2025-04-18,155.811
2025-04-19,155.606
2025-04-20,155.401
2025-04-21,155.197
2025-04-22,154.992
2025-04-23,154.787
2025-04-24,154.583
2025-04-25,154.378
2025-04-26,154.173
2025-04-27,153.969
2025-04-28,153.764
2025-04-29,153.559
2025-04-30,153.355
2025-05-01,153.15
2025-05-02,153.08
2025-05-03,153.01
2025-05-04,152.94
2025-05-05,152.87
2025-05-06,152.8
2025-05-07,152.73
2025-05-08,152.66
2025-05-09,152.59
2025-05-10,152.52
2025-05-11,152.45
2025-05-12,152.38
2025-05-13,152.31
2025-05-14,152.24
2025-05-15,152.17
2025-05-16,152.1
2025-05-17,152.03
2025-05-18,151.96
2025-05-19,151.89
2025-05-20,151.82
2025-05-21,151.75
2025-05-22,151.68
2025-05-23,151.61
2025-05-24,151.54
2025-05-25,151.47
2025-05-26,151.4
2025-05-27,151.33
2025-05-28,151.26
2025-05-29,151.19
2025-05-30,151.12
2025-05-31,151.05
2025-06-01,150.98
2025-06-02,150.866
2025-06-03,150.752
2025-06-04,150.638
2025-06-05,150.524
2025-06-06,150.41
2025-06-07,150.296
2025-06-08,150.182
2025-06-09,150.068
2025-06-10,149.954
2025-06-11,149.84
2025-06-12,149.726
2025-06-13,149.612
2025-06-14,149.498
2025-06-15,149.384
2025-06-16,149.27
2025-06-17,149.156
2025-06-18,149.042
2025-06-19,148.928
2025-06-20,148.814
2025-06-21,148.7
2025-06-22,148.586
2025-06-23,148.472
2025-06-24,148.358
2025-06-25,148.244
2025-06-26,148.13
2025-06-27,148.016
2025-06-28,147.902
2025-06-29,147.788
2025-06-30,147.674
2025-07-01,147.56
